trade_id,date,direction,signal_bar_time,signal_bar_number,entry_time,entry_bar_number,exit_time,exit_bar_number,entry_price,exit_price,stop_loss,target,exit_reason,pnl_points,pnl_amount,bars_held,lots,signal_bar_range,signal_bar_body_ratio,signal_bar_close_position
11,2023-02-08,LONG,09:20,2,09:30,4,09:35,5,17812.9,17835.9,17785.4,17836.9,TARGET,23.0,1645.0,1,1,22.5,0.84,0.84
12,2023-02-08,LONG,09:55,9,10:05,11,10:10,12,17857.4,17834.45,17835.45,17881.4,STOP_LOSS,-22.95,-1801.25,1,1,16.95,0.7522,0.7729
13,2023-02-08,SHORT,10:15,13,10:30,16,10:40,18,17839.55,17816.25,17869.85,17815.25,TARGET,23.3,1667.5,2,1,25.3,0.6383,0.0988
14,2023-02-09,SHORT,09:25,3,09:35,5,09:45,7,17809.1,17783.85,17841.35,17782.85,TARGET,25.25,1813.75,2,1,27.25,0.7083,0.1358
15,2023-02-09,LONG,09:50,8,10:00,10,10:05,11,17832.6,17855.6,17806.75,17856.6,TARGET,23.0,1645.0,1,1,20.85,0.9688,1.0
16,2023-02-10,SHORT,09:30,4,09:40,6,10:40,18,17812.2,17849.2,17848.2,17767.7,STOP_LOSS,-37.0,-2855.0,12,1,45.5,0.9934,0.0066
17,2023-02-13,SHORT,09:20,2,09:30,4,09:35,5,17851.7,17828.6,17881.8,17827.6,TARGET,23.1,1652.5,1,1,25.1,0.7012,0.0
18,2023-02-13,SHORT,09:45,7,09:55,9,10:00,10,17812.1,17789.1,17832.9,17788.1,TARGET,23.0,1645.0,1,1,15.8,0.7975,0.2025
19,2023-02-15,LONG,09:55,9,10:05,11,10:10,12,17895.35,17918.35,17871.2,17919.35,TARGET,23.0,1645.0,1,1,19.15,0.8668,0.9504
20,2023-02-16,LONG,09:20,2,09:30,4,10:30,16,18126.4,18091.45,18092.45,18154.35,STOP_LOSS,-34.95,-2701.25,12,1,28.95,0.8342,0.9085
21,2023-02-17,LONG,09:25,3,09:35,5,09:55,9,17995.7,18026.05,17959.7,18027.05,TARGET,30.35,2196.25,4,1,32.35,0.8578,0.9521
22,2023-02-20,SHORT,09:25,3,09:35,5,09:40,6,17922.4,17983.3,17958.4,17878.15,FT_FAILURE,-60.9,-4647.5,1,1,45.25,0.7613,0.1613
23,2023-02-21,LONG,10:00,10,10:10,12,12:05,35,17898.0,17861.0,17862.0,17933.95,STOP_LOSS,-37.0,-2855.0,23,1,36.95,0.774,0.8376
24,2023-02-23,SHORT,09:20,2,09:30,4,09:35,5,17517.0,17484.4,17553.0,17483.4,TARGET,32.6,2365.0,1,1,34.6,0.7948,0.1257
25,2023-02-24,SHORT,09:25,3,09:35,5,09:45,7,17560.65,17529.4,17596.65,17528.4,TARGET,31.25,2263.75,2,1,33.25,0.6556,0.0075
26,2023-02-24,SHORT,10:25,15,10:35,17,10:55,21,17534.7,17511.7,17563.9,17510.7,TARGET,23.0,1645.0,4,1,24.2,0.9442,0.0
27,2023-02-27,LONG,09:20,2,09:30,4,09:35,5,17387.3,17410.8,17356.8,17411.8,TARGET,23.5,1682.5,1,1,25.5,0.7902,1.0
28,2023-02-27,SHORT,09:45,7,09:55,9,10:00,10,17381.85,17348.9,17417.85,17347.9,TARGET,32.95,2391.25,1,1,34.95,0.5007,0.1202
29,2023-02-27,LONG,10:15,13,10:25,15,11:05,23,17323.75,17346.75,17299.7,17347.75,TARGET,23.0,1645.0,8,1,19.05,0.5958,0.8399
30,2023-02-28,SHORT,09:50,8,10:00,10,10:10,12,17402.9,17378.0,17434.8,17377.0,TARGET,24.9,1787.5,2,1,26.9,0.6636,0.0613
31,2023-03-01,LONG,10:00,10,10:10,12,11:15,25,17410.9,17433.9,17388.4,17434.9,TARGET,23.0,1645.0,13,1,17.5,0.9029,0.9057
32,2023-03-02,SHORT,09:20,2,09:30,4,09:35,5,17400.15,17373.25,17434.05,17372.25,TARGET,26.9,1937.5,1,1,28.9,0.8512,0.1488
33,2023-03-02,SHORT,09:45,7,09:55,9,12:05,35,17364.1,17396.45,17395.45,17338.75,STOP_LOSS,-32.35,-2506.25,26,1,26.35,0.6186,0.203
34,2023-03-08,LONG,09:55,9,10:05,11,11:35,29,17691.9,17665.05,17666.05,17715.9,STOP_LOSS,-26.85,-2093.75,18,1,20.85,0.8441,0.9448
35,2023-03-09,SHORT,09:20,2,09:30,4,10:00,10,17724.25,17683.4,17760.25,17682.4,TARGET,40.85,2983.75,6,1,42.85,0.8926,0.0595
36,2023-03-14,SHORT,10:00,10,10:10,12,10:15,13,17138.2,17097.5,17174.2,17096.5,TARGET,40.7,2972.5,1,1,42.7,0.7904,0.123
37,2023-03-14,SHORT,10:20,14,10:30,16,10:40,18,17072.45,17106.3,17105.3,17045.6,STOP_LOSS,-33.85,-2618.75,2,1,27.85,0.7415,0.0162
38,2023-03-16,SHORT,09:25,3,09:35,5,09:40,6,16904.9,16866.1,16940.9,16865.1,TARGET,38.8,2830.0,1,1,40.8,0.815,0.1422
39,2023-03-21,SHORT,09:30,4,09:50,8,09:55,9,17055.6,17032.6,17082.3,17031.6,TARGET,23.0,1645.0,1,1,21.7,0.7903,0.0899
40,2023-03-21,LONG,10:10,12,10:20,14,11:00,22,17073.2,17046.9,17047.9,17097.2,STOP_LOSS,-26.3,-2052.5,8,1,20.3,0.7635,0.7956
41,2023-03-22,SHORT,09:20,2,09:30,4,09:35,5,17176.45,17153.45,17204.6,17152.45,TARGET,23.0,1645.0,1,1,23.15,0.8661,0.0842
42,2023-03-23,LONG,09:30,4,09:45,7,09:50,8,17089.1,17127.1,17053.1,17128.1,TARGET,38.0,2770.0,1,1,40.0,0.5788,0.895
43,2023-03-23,LONG,09:55,9,10:05,11,10:15,13,17128.1,17151.1,17106.95,17152.1,TARGET,23.0,1645.0,2,1,16.15,0.9907,1.0
44,2023-03-24,SHORT,09:20,2,09:30,4,09:50,8,17041.25,17078.25,17077.25,16998.75,STOP_LOSS,-37.0,-2855.0,4,1,43.5,0.8172,0.1828
45,2023-03-24,SHORT,10:00,10,10:10,12,10:15,13,17044.6,17076.05,17075.05,17020.15,STOP_LOSS,-31.45,-2438.75,1,1,25.45,0.6267,0.1807
46,2023-03-27,LONG,09:30,4,09:40,6,10:45,19,17020.4,16983.4,16984.4,17057.3,STOP_LOSS,-37.0,-2855.0,13,1,37.9,0.81,0.81
47,2023-03-28,SHORT,09:25,3,09:40,6,10:30,16,16997.7,16968.65,17033.7,16967.65,TARGET,29.05,2098.75,10,1,31.05,0.6167,0.1433
48,2023-03-29,SHORT,10:00,10,10:10,12,10:15,13,17005.15,17018.85,17027.3,16981.15,FT_FAILURE,-13.7,-1107.5,1,1,17.15,0.9329,0.0554
49,2023-03-29,LONG,10:20,14,10:30,16,11:05,23,17045.05,17013.8,17014.8,17069.3,STOP_LOSS,-31.25,-2423.75,7,1,25.25,0.7386,0.7822
50,2023-04-03,SHORT,09:25,3,09:40,6,09:45,7,17334.45,17378.0,17370.45,17288.55,FT_FAILURE,-43.55,-3346.25,1,1,46.9,0.8092,0.1493
51,2023-04-03,SHORT,10:00,10,10:15,13,10:20,14,17357.45,17376.1,17383.9,17333.45,FT_FAILURE,-18.65,-1478.75,1,1,21.45,0.5828,0.0559
52,2023-04-05,LONG,09:45,7,10:00,10,10:35,17,17484.55,17507.55,17455.4,17508.55,TARGET,23.0,1645.0,7,1,24.15,0.9627,1.0
53,2023-04-06,LONG,09:55,9,10:05,11,10:10,12,17531.4,17554.4,17505.75,17555.4,TARGET,23.0,1645.0,1,1,20.65,0.7143,0.9734
54,2023-04-10,LONG,09:35,5,09:45,7,09:50,8,17635.45,17658.45,17609.05,17659.45,TARGET,23.0,1645.0,1,1,21.4,0.8341,0.8879
55,2023-04-10,SHORT,10:05,11,10:15,13,11:45,31,17627.8,17652.1,17651.1,17603.8,STOP_LOSS,-24.3,-1902.5,18,1,18.3,0.6557,0.0
56,2023-04-12,LONG,09:20,2,09:30,4,13:15,49,17760.95,17799.1,17724.95,17800.1,TARGET,38.15,2781.25,45,1,40.15,0.6687,0.8593
57,2023-04-13,LONG,09:20,2,09:30,4,10:45,19,17819.35,17782.35,17783.35,17855.2,STOP_LOSS,-37.0,-2855.0,15,1,36.85,0.6934,0.9159
58,2023-04-18,SHORT,09:35,5,09:45,7,09:50,8,17715.15,17692.15,17744.65,17691.15,TARGET,23.0,1645.0,1,1,24.5,0.5306,0.0837
59,2023-04-18,LONG,10:25,15,10:35,17,11:00,22,17672.7,17673.7,17652.45,17696.7,STOP_LOSS,1.0,-5.0,5,1,15.25,0.7279,0.9738
60,2023-04-20,LONG,09:20,2,09:30,4,09:50,8,17681.5,17650.1,17651.1,17705.9,STOP_LOSS,-31.4,-2435.0,4,1,25.4,0.9232,0.9232
61,2023-04-20,SHORT,10:25,15,10:35,17,15:20,74,17603.65,17627.45,17637.9,17575.4,TIME_EXIT,-23.8,-1865.0,57,1,29.25,0.9299,0.0701
62,2023-04-21,SHORT,09:30,4,09:40,6,10:25,15,17626.15,17594.8,17662.15,17593.8,TARGET,31.35,2271.25,9,1,33.35,0.8921,0.048
63,2023-04-25,LONG,10:00,10,10:10,12,10:40,18,17751.4,17774.4,17730.5,17775.4,TARGET,23.0,1645.0,6,1,15.9,0.6447,0.9277
64,2023-04-26,SHORT,09:25,3,09:35,5,10:20,14,17734.4,17761.7,17760.7,17710.4,STOP_LOSS,-27.3,-2127.5,9,1,21.3,0.9108,0.0
65,2023-04-27,LONG,09:20,2,09:30,4,11:50,32,17831.15,17854.15,17803.7,17855.15,TARGET,23.0,1645.0,28,1,22.45,0.5612,0.7817
66,2023-04-28,SHORT,09:20,2,09:30,4,11:00,22,17899.35,17934.55,17933.55,17871.15,STOP_LOSS,-35.2,-2720.0,18,1,29.2,0.8408,0.0411
67,2023-05-04,LONG,09:20,2,09:30,4,10:40,18,18120.45,18143.7,18090.2,18144.7,TARGET,23.25,1663.75,14,1,25.25,0.6079,0.8891
68,2023-05-08,LONG,09:20,2,09:30,4,09:45,7,18180.9,18203.9,18157.4,18204.9,TARGET,23.0,1645.0,3,1,18.5,0.9541,0.9541
