trade_id,date,direction,signal_bar_time,signal_bar_number,entry_time,entry_bar_number,exit_time,exit_bar_number,entry_price,exit_price,stop_loss,target,exit_reason,pnl_points,pnl_amount,bars_held,lots,signal_bar_range,signal_bar_body_ratio,signal_bar_close_position
12,2025-02-21,SHORT,09:40,6,09:50,8,10:10,12,22836.75,22800.8,22872.75,22799.8,TARGET,35.95,2616.25,4,1,37.95,0.8972,0.0988
13,2025-02-25,LONG,09:30,4,09:40,6,11:25,27,22587.95,22550.95,22551.95,22625.65,STOP_LOSS,-37.0,-2855.0,21,1,38.7,0.7752,0.9819
14,2025-03-03,SHORT,09:50,8,10:00,10,10:05,11,22049.5,22015.6,22085.5,22014.6,TARGET,33.9,2462.5,1,1,35.9,0.968,0.032
15,2025-03-03,LONG,10:15,13,10:25,15,11:00,22,22064.95,22027.95,22028.95,22103.1,STOP_LOSS,-37.0,-2855.0,7,1,39.15,0.8404,0.9106
16,2025-03-12,SHORT,09:55,9,10:05,11,10:10,12,22462.15,22435.65,22495.65,22434.65,TARGET,26.5,1907.5,1,1,28.5,0.8105,0.1825
17,2025-03-19,LONG,09:25,3,09:40,6,10:20,14,22856.95,22900.95,22820.95,22901.95,TARGET,44.0,3220.0,8,1,46.0,0.8043,0.8913
18,2025-03-21,LONG,09:25,3,09:35,5,09:40,6,23200.45,23240.8,23164.45,23241.8,TARGET,40.35,2946.25,1,1,42.35,0.7804,0.9292
19,2025-03-21,SHORT,09:45,7,09:55,9,10:25,15,23251.95,23278.2,23277.2,23227.95,STOP_LOSS,-26.25,-2048.75,6,1,20.25,0.9185,0.0074
20,2025-03-28,SHORT,10:05,11,10:15,13,10:30,16,23527.15,23564.15,23563.15,23494.55,STOP_LOSS,-37.0,-2855.0,3,1,33.6,0.9896,0.0089
21,2025-04-02,LONG,10:25,15,10:40,18,10:50,20,23271.95,23299.15,23237.75,23300.15,TARGET,27.2,1960.0,2,1,29.2,0.911,0.9452
22,2025-04-17,LONG,09:35,5,09:45,7,09:50,8,23350.5,23379.7,23314.5,23380.7,TARGET,29.2,2110.0,1,1,31.2,0.7949,0.9087
23,2025-04-17,LONG,10:20,14,10:30,16,10:40,18,23385.3,23423.3,23349.3,23424.3,TARGET,38.0,2770.0,2,1,40.0,0.5625,1.0
24,2025-04-24,SHORT,09:40,6,09:50,8,10:10,12,24257.8,24294.8,24293.8,24223.7,STOP_LOSS,-37.0,-2855.0,4,1,35.1,0.9103,0.0897
25,2025-04-30,LONG,09:35,5,09:45,7,10:25,15,24368.65,24331.65,24332.65,24413.75,STOP_LOSS,-37.0,-2855.0,8,1,46.1,0.5694,0.9783
26,2025-05-06,SHORT,09:20,2,09:30,4,09:35,5,24429.5,24455.75,24461.95,24403.05,FT_FAILURE,-26.25,-2048.75,1,1,27.45,0.6266,0.1913
27,2025-05-06,SHORT,09:45,7,09:55,9,10:00,10,24435.9,24412.9,24461.5,24411.9,TARGET,23.0,1645.0,1,1,20.6,0.7864,0.1238
28,2025-05-06,LONG,10:25,15,10:35,17,11:25,27,24389.5,24366.75,24367.75,24413.5,STOP_LOSS,-22.75,-1786.25,10,1,16.75,0.9373,0.9582
29,2025-05-08,SHORT,09:25,3,09:35,5,13:20,50,24388.45,24364.95,24418.95,24363.95,TARGET,23.5,1682.5,45,1,25.5,0.6843,0.0333
30,2025-05-20,SHORT,09:25,3,09:35,5,09:45,7,24931.45,24896.4,24967.45,24895.4,TARGET,35.05,2548.75,2,1,37.05,0.6734,0.0324
31,2025-05-20,LONG,09:55,9,10:05,11,10:35,17,24900.45,24928.65,24865.25,24929.65,TARGET,28.2,2035.0,6,1,30.2,0.6805,0.8874
32,2025-05-21,LONG,09:35,5,09:45,7,10:05,11,24811.75,24853.35,24775.75,24854.35,TARGET,41.6,3040.0,4,1,43.6,0.8291,1.0
33,2025-05-21,LONG,10:10,12,10:20,14,10:25,15,24873.2,24896.2,24850.25,24897.2,TARGET,23.0,1645.0,1,1,17.95,0.5097,0.9443
34,2025-05-23,LONG,09:40,6,09:50,8,10:10,12,24787.8,24824.3,24751.8,24825.3,TARGET,36.5,2657.5,4,1,38.5,0.8182,0.9117
35,2025-05-23,SHORT,10:15,13,10:25,15,10:30,16,24788.5,24761.45,24822.55,24760.45,TARGET,27.05,1948.75,1,1,29.05,0.8382,0.0551
36,2025-05-29,SHORT,10:10,12,10:20,14,10:30,16,24790.55,24759.55,24826.55,24758.55,TARGET,31.0,2245.0,2,1,33.0,0.7303,0.2485
37,2025-05-30,SHORT,09:30,4,09:40,6,10:15,13,24821.9,24784.85,24857.9,24783.85,TARGET,37.05,2698.75,7,1,39.05,0.5455,0.0474
38,2025-06-04,LONG,09:55,9,10:05,11,10:35,17,24578.85,24601.85,24551.95,24602.85,TARGET,23.0,1645.0,6,1,21.9,0.9658,0.9658
39,2025-06-06,SHORT,09:25,3,09:35,5,09:40,6,24726.05,24702.75,24756.35,24701.75,TARGET,23.3,1667.5,1,1,25.3,0.7233,0.0158
40,2025-06-06,LONG,09:45,7,09:55,9,10:00,10,24707.8,24686.4,24679.05,24731.8,FT_FAILURE,-21.4,-1685.0,1,1,23.75,0.68,0.9537
41,2025-06-06,LONG,10:25,15,10:35,17,10:40,18,24837.6,24883.9,24801.6,24884.9,TARGET,46.3,3392.5,1,1,48.3,0.9803,1.0
42,2025-06-11,LONG,09:25,3,09:35,5,09:40,6,25140.0,25125.2,25115.7,25164.0,FT_FAILURE,-14.8,-1190.0,1,1,19.3,0.8472,0.9819
43,2025-06-12,SHORT,09:35,5,09:45,7,09:55,9,25143.3,25095.4,25179.3,25094.4,TARGET,47.9,3512.5,2,1,49.9,0.7695,0.0721
44,2025-06-18,LONG,09:25,3,09:35,5,09:40,6,24903.3,24929.0,24870.6,24930.0,TARGET,25.7,1847.5,1,1,27.7,0.6119,0.8881
45,2025-06-18,SHORT,09:50,8,10:00,10,10:20,14,24909.6,24908.6,24935.55,24885.6,STOP_LOSS,1.0,-5.0,4,1,20.95,0.5227,0.2005
46,2025-06-19,LONG,09:40,6,09:55,9,10:00,10,24845.0,24820.8,24824.35,24869.0,FT_FAILURE,-24.2,-1895.0,1,1,15.65,0.5272,0.8466
47,2025-06-26,LONG,09:25,3,09:35,5,09:45,7,25354.85,25383.15,25319.55,25384.15,TARGET,28.3,2042.5,2,1,30.3,0.5578,0.896
48,2025-06-26,SHORT,10:25,15,10:40,18,10:45,19,25358.05,25335.05,25381.8,25334.05,TARGET,23.0,1645.0,1,1,18.75,0.592,0.0667
49,2025-07-01,SHORT,09:50,8,10:00,10,10:20,14,25555.6,25524.4,25591.6,25523.4,TARGET,31.2,2260.0,4,1,33.2,0.9111,0.0633
50,2025-07-01,LONG,10:25,15,10:35,17,10:55,21,25549.0,25521.45,25522.45,25573.0,STOP_LOSS,-27.55,-2146.25,4,1,21.55,0.8933,0.9907
51,2025-07-02,SHORT,09:30,4,09:40,6,10:15,13,25542.55,25513.65,25578.45,25512.65,TARGET,28.9,2087.5,7,1,30.9,0.6861,0.0356
52,2025-07-03,LONG,09:30,4,09:40,6,09:45,7,25472.4,25504.95,25436.4,25505.95,TARGET,32.55,2361.25,1,1,34.55,0.8017,0.8017
53,2025-07-03,LONG,09:55,9,10:05,11,10:55,21,25550.25,25525.6,25526.6,25574.25,STOP_LOSS,-24.65,-1928.75,10,1,18.65,0.6997,0.8981
54,2025-07-04,SHORT,09:30,4,09:40,6,11:40,30,25398.1,25371.7,25431.5,25370.7,TARGET,26.4,1900.0,24,1,28.4,0.6268,0.1989
55,2025-07-07,LONG,09:50,8,10:00,10,10:05,11,25469.6,25421.0,25436.9,25496.3,FT_FAILURE,-48.6,-3725.0,1,1,27.7,0.6805,0.9657
56,2025-07-07,LONG,10:10,12,10:20,14,10:50,20,25442.55,25465.55,25415.25,25466.55,TARGET,23.0,1645.0,6,1,22.3,0.6345,0.8453
57,2025-07-08,LONG,09:20,2,09:30,4,09:35,5,25490.45,25469.9,25454.95,25519.95,FT_FAILURE,-20.55,-1621.25,1,1,30.5,0.8836,0.9016
58,2025-07-08,SHORT,09:50,8,10:00,10,10:15,13,25466.15,25443.15,25486.6,25442.15,TARGET,23.0,1645.0,3,1,15.45,0.6667,0.0
59,2025-07-09,LONG,09:55,9,10:10,12,14:30,64,25522.15,25486.75,25487.75,25550.55,STOP_LOSS,-35.4,-2735.0,52,1,29.4,0.8776,0.9405
60,2025-07-14,LONG,09:35,5,09:45,7,09:50,8,25078.7,25110.5,25042.7,25111.5,TARGET,31.8,2305.0,1,1,33.8,0.5473,0.9438
61,2025-07-14,LONG,10:10,12,10:20,14,10:30,16,25124.15,25093.85,25094.85,25148.15,STOP_LOSS,-30.3,-2352.5,2,1,24.3,0.5514,0.9444
62,2025-07-15,LONG,10:00,10,10:10,12,10:35,17,25125.8,25148.9,25095.7,25149.9,TARGET,23.1,1652.5,5,1,25.1,0.6375,0.8406
63,2025-07-16,LONG,09:30,4,09:40,6,09:45,7,25162.05,25137.05,25138.05,25186.05,STOP_LOSS,-25.0,-1955.0,1,1,19.0,0.5789,0.9526
64,2025-07-17,SHORT,09:30,4,09:40,6,10:15,13,25183.8,25158.95,25215.65,25157.95,TARGET,24.85,1783.75,7,1,26.85,0.6723,0.1881
65,2025-07-18,SHORT,09:40,6,09:50,8,10:10,12,25040.15,25007.55,25076.15,25006.55,TARGET,32.6,2365.0,4,1,34.6,0.9509,0.0332
66,2025-07-18,SHORT,10:25,15,10:35,17,11:25,27,24946.25,24970.8,24969.8,24922.25,STOP_LOSS,-24.55,-1921.25,10,1,18.55,0.6038,0.1779
67,2025-07-22,SHORT,09:25,3,09:35,5,09:40,6,25116.9,25093.15,25147.65,25092.15,TARGET,23.75,1701.25,1,1,25.75,0.5883,0.1592
68,2025-07-22,LONG,10:10,12,10:20,14,10:40,18,25114.5,25089.4,25090.4,25138.5,STOP_LOSS,-25.1,-1962.5,4,1,19.1,0.9555,0.9764
69,2025-07-24,SHORT,09:45,7,09:55,9,11:10,24,25171.3,25148.3,25197.9,25147.3,TARGET,23.0,1645.0,15,1,21.6,0.5509,0.0764
70,2025-07-28,SHORT,09:35,5,09:45,7,10:15,13,24819.35,24854.5,24853.5,24791.2,STOP_LOSS,-35.15,-2716.25,6,1,29.15,0.5935,0.1252
71,2025-08-01,SHORT,09:20,2,09:30,4,09:55,9,24709.2,24686.2,24734.6,24685.2,TARGET,23.0,1645.0,5,1,20.4,0.6471,0.0245
72,2025-08-01,LONG,10:00,10,10:10,12,10:20,14,24732.35,24775.05,24696.35,24776.05,TARGET,42.7,3122.5,2,1,44.7,0.6812,0.9474
73,2025-08-05,SHORT,09:35,5,09:45,7,12:10,36,24628.45,24665.45,24664.45,24585.25,STOP_LOSS,-37.0,-2855.0,29,1,44.2,0.9355,0.0452
74,2025-08-06,SHORT,09:35,5,09:45,7,10:00,10,24615.4,24591.6,24646.2,24590.6,TARGET,23.8,1705.0,3,1,25.8,0.8411,0.1453
75,2025-08-11,SHORT,09:35,5,09:45,7,10:00,10,24369.9,24406.9,24405.9,24324.8,STOP_LOSS,-37.0,-2855.0,3,1,46.1,0.8905,0.0846
76,2025-08-12,LONG,09:20,2,09:30,4,09:45,7,24615.6,24658.75,24579.6,24659.75,TARGET,43.15,3156.25,3,1,45.15,0.8184,0.948
77,2025-08-12,LONG,09:50,8,10:00,10,10:05,11,24671.9,24694.9,24645.8,24695.9,TARGET,23.0,1645.0,1,1,21.1,0.6943,0.9739
78,2025-08-12,SHORT,10:10,12,10:20,14,10:25,15,24653.8,24652.8,24689.8,24620.05,STOP_LOSS,1.0,-5.0,1,1,34.75,0.7899,0.1597
79,2025-08-14,LONG,09:35,5,09:45,7,11:40,30,24651.0,24614.0,24615.0,24681.45,STOP_LOSS,-37.0,-2855.0,23,1,31.45,0.9777,1.0
80,2025-08-19,LONG,09:45,7,09:55,9,10:10,12,24900.25,24923.25,24871.95,24924.25,TARGET,23.0,1645.0,3,1,23.3,0.588,0.8755
81,2025-08-20,LONG,09:30,4,09:40,6,09:45,7,24959.3,24983.9,24927.7,24984.9,TARGET,24.6,1765.0,1,1,26.6,0.7011,1.0
82,2025-08-20,LONG,10:10,12,10:20,14,11:10,24,24998.75,25021.75,24974.7,25022.75,TARGET,23.0,1645.0,10,1,19.05,0.5669,1.0
83,2025-08-22,SHORT,09:20,2,09:30,4,09:35,5,24993.3,24968.5,25025.1,24967.5,TARGET,24.8,1780.0,1,1,26.8,0.9459,0.0224
84,2025-08-22,LONG,09:40,6,09:50,8,09:55,9,24984.25,24960.0,24956.65,25008.25,FT_FAILURE,-24.25,-1898.75,1,1,22.6,0.7743,1.0
85,2025-08-22,SHORT,10:15,13,10:25,15,11:15,25,24925.6,24894.9,24961.6,24893.9,TARGET,30.7,2222.5,10,1,32.7,0.8731,0.1009
86,2025-09-02,LONG,09:25,3,09:35,5,09:40,6,24656.9,24679.9,24629.35,24680.9,TARGET,23.0,1645.0,1,1,22.55,0.5654,0.9845
87,2025-09-02,LONG,09:50,8,10:00,10,10:05,11,24722.6,24745.6,24695.05,24746.6,TARGET,23.0,1645.0,1,1,22.55,0.7361,0.7783
88,2025-09-08,LONG,09:30,4,09:40,6,10:25,15,24827.45,24790.45,24791.45,24867.1,STOP_LOSS,-37.0,-2855.0,9,1,40.65,0.8819,0.9791
89,2025-09-09,SHORT,10:10,12,10:20,14,11:00,22,24820.25,24845.15,24844.15,24796.25,STOP_LOSS,-24.9,-1947.5,8,1,18.9,0.8069,0.045
90,2025-09-11,SHORT,09:25,3,09:35,5,10:05,11,24982.45,24959.45,25010.95,24958.45,TARGET,23.0,1645.0,6,1,23.5,0.7702,0.0
91,2025-09-15,LONG,10:10,12,10:20,14,10:45,19,25089.05,25067.0,25068.0,25113.05,STOP_LOSS,-22.05,-1733.75,5,1,16.05,0.6449,0.919
92,2025-09-16,LONG,09:30,4,09:40,6,10:00,10,25134.55,25157.55,25107.95,25158.55,TARGET,23.0,1645.0,4,1,21.6,0.6505,0.8194
93,2025-09-17,LONG,09:30,4,09:40,6,13:20,50,25322.45,25345.45,25296.8,25346.45,TARGET,23.0,1645.0,44,1,20.65,0.6877,0.8717
94,2025-09-19,SHORT,09:20,2,09:30,4,09:35,5,25354.75,25325.4,25390.75,25324.4,TARGET,29.35,2121.25,1,1,31.35,0.6108,0.1627
95,2025-09-19,LONG,10:20,14,10:30,16,11:00,22,25333.85,25308.65,25309.65,25357.85,STOP_LOSS,-25.2,-1970.0,6,1,19.2,0.7839,0.9661
96,2025-09-23,SHORT,09:25,3,09:35,5,09:40,6,25182.0,25147.0,25218.0,25146.0,TARGET,35.0,2545.0,1,1,37.0,0.6311,0.0365
97,2025-09-23,SHORT,10:15,13,10:25,15,11:10,24,25126.25,25103.15,25156.35,25102.15,TARGET,23.1,1652.5,9,1,25.1,0.759,0.1036
98,2025-09-25,SHORT,09:25,3,09:35,5,10:35,17,25055.7,25023.7,25091.7,25022.7,TARGET,32.0,2320.0,12,1,34.0,0.6971,0.0
99,2025-09-30,SHORT,09:25,3,09:35,5,10:35,17,24665.1,24617.1,24701.1,24616.1,TARGET,48.0,3520.0,12,1,50.0,0.741,0.043
100,2025-10-01,LONG,09:25,3,09:35,5,09:40,6,24658.5,24681.5,24628.5,24682.5,TARGET,23.0,1645.0,1,1,25.0,0.628,0.992
101,2025-10-06,LONG,09:35,5,09:45,7,09:50,8,24934.05,24957.05,24904.3,24958.05,TARGET,23.0,1645.0,1,1,24.75,0.6626,0.8303
102,2025-10-06,LONG,09:55,9,10:05,11,10:35,17,24960.35,24983.35,24935.3,24984.35,TARGET,23.0,1645.0,6,1,20.05,0.6085,0.813
103,2025-10-07,LONG,09:20,2,09:30,4,09:50,8,25123.6,25165.9,25087.6,25166.9,TARGET,42.3,3092.5,4,1,44.3,0.6196,0.7867
104,2025-10-07,SHORT,10:05,11,10:15,13,10:50,20,25180.9,25157.9,25201.4,25156.9,TARGET,23.0,1645.0,7,1,15.5,0.8355,0.1194
105,2025-10-08,LONG,09:20,2,09:30,4,09:50,8,25179.9,25142.9,25143.9,25215.85,STOP_LOSS,-37.0,-2855.0,4,1,36.95,0.7497,0.9405
106,2025-10-09,LONG,09:20,2,09:30,4,09:35,5,25110.7,25073.7,25074.7,25157.8,STOP_LOSS,-37.0,-2855.0,1,1,48.1,0.947,0.947
107,2025-10-09,SHORT,09:40,6,09:50,8,10:10,12,25061.25,25027.8,25097.25,25026.8,TARGET,33.45,2428.75,4,1,35.45,0.842,0.1058
108,2025-10-09,LONG,10:20,14,10:30,16,10:35,17,25077.85,25106.35,25042.35,25107.35,TARGET,28.5,2057.5,1,1,30.5,0.6607,0.9033
109,2025-10-10,LONG,09:30,4,09:40,6,09:45,7,25256.95,25279.95,25229.45,25280.95,TARGET,23.0,1645.0,1,1,22.5,0.8422,0.8422
110,2025-10-10,SHORT,09:50,8,10:05,11,10:15,13,25259.15,25284.9,25283.9,25235.15,STOP_LOSS,-25.75,-2011.25,2,1,19.75,0.6076,0.2481
111,2025-10-10,SHORT,10:20,14,10:35,17,10:55,21,25272.0,25303.1,25302.1,25247.9,STOP_LOSS,-31.1,-2412.5,4,1,25.1,0.5458,0.0996
112,2025-10-14,SHORT,09:30,4,09:40,6,09:45,7,25278.65,25255.65,25300.05,25254.65,TARGET,23.0,1645.0,1,1,16.4,0.5061,0.1128
113,2025-10-14,SHORT,09:50,8,10:00,10,10:05,11,25218.65,25195.65,25240.8,25194.65,TARGET,23.0,1645.0,1,1,17.15,0.5918,0.1603
114,2025-10-14,LONG,10:25,15,10:35,17,10:45,19,25216.0,25239.0,25189.15,25240.0,TARGET,23.0,1645.0,2,1,21.85,0.7208,0.8833
115,2025-10-16,LONG,09:40,6,09:50,8,10:25,15,25434.45,25457.45,25410.0,25458.45,TARGET,23.0,1645.0,7,1,19.45,0.8895,0.9974
116,2025-10-17,LONG,09:50,8,10:10,12,10:15,13,25598.2,25628.85,25562.2,25629.85,TARGET,30.65,2218.75,1,1,32.65,0.5268,0.9464
117,2025-10-27,LONG,09:20,2,09:30,4,09:35,5,25886.7,25909.7,25860.85,25910.7,TARGET,23.0,1645.0,1,1,20.85,0.8681,0.8681
118,2025-10-27,LONG,10:05,11,10:15,13,13:20,50,25970.9,25933.9,25934.9,26011.2,STOP_LOSS,-37.0,-2855.0,37,1,41.3,0.822,0.9104
119,2025-10-29,SHORT,09:30,4,09:40,6,09:45,7,25993.3,25966.55,26027.05,25965.55,TARGET,26.75,1926.25,1,1,28.75,0.5009,0.0017
120,2025-10-29,LONG,09:50,8,10:00,10,10:10,12,25991.75,26014.75,25964.0,26015.75,TARGET,23.0,1645.0,2,1,22.75,0.8813,0.9758
121,2025-10-29,LONG,10:20,14,10:30,16,10:35,17,26021.45,26049.15,25986.75,26050.15,TARGET,27.7,1997.5,1,1,29.7,0.7828,0.7828
122,2025-10-31,SHORT,10:00,10,10:10,12,10:20,14,25884.75,25844.95,25920.75,25843.95,TARGET,39.8,2905.0,2,1,41.8,0.8768,0.0419
123,2025-11-04,SHORT,10:05,11,10:15,13,11:20,26,25698.4,25675.4,25720.85,25674.4,TARGET,23.0,1645.0,13,1,17.45,0.8625,0.0086
124,2025-11-13,SHORT,09:30,4,09:40,6,09:45,7,25844.4,25880.85,25879.75,25815.05,FT_FAILURE,-36.45,-2813.75,1,1,30.35,0.8781,0.0577
125,2025-11-13,LONG,09:55,9,10:05,11,10:15,13,25883.0,25906.0,25856.8,25907.0,TARGET,23.0,1645.0,2,1,21.2,0.5849,0.8892
126,2025-11-17,SHORT,10:00,10,10:10,12,10:15,13,25946.4,25964.9,25971.6,25922.4,FT_FAILURE,-18.5,-1467.5,1,1,20.2,0.5891,0.2327
127,2025-11-17,SHORT,10:25,15,10:35,17,11:55,33,25932.75,25969.75,25968.75,25902.55,STOP_LOSS,-37.0,-2855.0,16,1,31.2,0.8526,0.1154
128,2025-11-24,SHORT,09:30,4,09:40,6,10:10,12,26087.25,26119.8,26118.8,26061.7,STOP_LOSS,-32.55,-2521.25,6,1,26.55,0.791,0.1017
129,2025-11-27,SHORT,09:35,5,09:45,7,09:55,9,26246.55,26283.55,26282.55,26215.6,STOP_LOSS,-37.0,-2855.0,2,1,31.95,0.9515,0.0
130,2025-12-03,SHORT,09:20,2,09:30,4,09:35,5,26004.75,25981.75,26031.75,25980.75,TARGET,23.0,1645.0,1,1,22.0,1.0,0.0
131,2025-12-03,LONG,09:40,6,09:55,9,10:00,10,25951.85,25911.7,25919.85,25977.85,FT_FAILURE,-40.15,-3091.25,1,1,27.0,0.7426,0.8167
132,2025-12-04,LONG,09:20,2,09:30,4,10:10,12,25997.3,26043.7,25961.3,26044.7,TARGET,46.4,3400.0,8,1,48.4,0.8915,0.9659
133,2025-12-04,LONG,10:25,15,10:35,17,11:35,29,26081.95,26047.15,26048.15,26109.75,STOP_LOSS,-34.8,-2690.0,12,1,28.8,0.9965,1.0
134,2025-12-05,LONG,09:40,6,09:50,8,09:55,9,26052.35,26023.35,26030.1,26076.35,FT_FAILURE,-29.0,-2255.0,1,1,17.25,0.658,0.8754
135,2025-12-05,SHORT,10:20,14,10:30,16,10:35,17,26081.8,26057.65,26112.95,26056.65,TARGET,24.15,1731.25,1,1,26.15,0.7495,0.0631
136,2025-12-08,SHORT,09:25,3,09:35,5,09:50,8,26129.2,26095.15,26165.2,26094.15,TARGET,34.05,2473.75,3,1,36.05,0.7462,0.233
137,2025-12-08,LONG,10:10,12,10:20,14,10:55,21,26099.5,26072.3,26073.3,26123.5,STOP_LOSS,-27.2,-2120.0,7,1,21.2,0.6462,1.0
138,2025-12-09,SHORT,09:25,3,09:35,5,09:40,6,25794.05,25762.5,25830.05,25761.5,TARGET,31.55,2286.25,1,1,33.55,0.8048,0.0909
139,2025-12-09,SHORT,10:25,15,10:35,17,10:50,20,25817.55,25794.55,25847.0,25793.55,TARGET,23.0,1645.0,3,1,24.45,0.7239,0.0736
140,2025-12-10,LONG,09:25,3,09:35,5,10:20,14,25890.9,25936.25,25854.9,25937.25,TARGET,45.35,3321.25,9,1,47.35,0.6769,0.9894
141,2025-12-10,SHORT,10:25,15,10:40,18,10:50,20,25914.95,25887.25,25949.65,25886.25,TARGET,27.7,1997.5,2,1,29.7,0.5236,0.032
142,2025-12-12,LONG,09:25,3,09:35,5,10:05,11,26013.9,25976.9,25977.9,26045.75,STOP_LOSS,-37.0,-2855.0,6,1,32.85,0.5236,0.9513
143,2025-12-16,SHORT,09:25,3,09:35,5,09:45,7,25917.1,25938.2,25937.2,25893.1,STOP_LOSS,-21.1,-1662.5,2,1,15.1,0.5132,0.1987
144,2025-12-16,SHORT,09:55,9,10:05,11,14:15,61,25899.6,25861.35,25935.6,25860.35,TARGET,38.25,2788.75,50,1,40.25,0.8733,0.087
145,2025-12-17,SHORT,10:00,10,10:10,12,10:25,15,25841.75,25817.45,25873.05,25816.45,TARGET,24.3,1742.5,3,1,26.3,0.8631,0.0342
146,2025-12-18,SHORT,09:25,3,09:35,5,09:40,6,25777.05,25776.05,25806.35,25753.05,STOP_LOSS,1.0,-5.0,1,1,24.3,0.6687,0.0
147,2025-12-18,LONG,09:50,8,10:05,11,10:10,12,25755.6,25778.6,25732.65,25779.6,TARGET,23.0,1645.0,1,1,17.95,0.5125,0.8691
148,2025-12-18,LONG,10:15,13,10:25,15,11:50,32,25827.2,25863.75,25791.2,25864.75,TARGET,36.55,2661.25,17,1,38.55,0.8067,0.9792
149,2025-12-23,SHORT,09:20,2,09:30,4,09:40,6,26146.25,26123.25,26173.45,26122.25,TARGET,23.0,1645.0,2,1,22.2,0.7027,0.0811
150,2025-12-23,LONG,09:45,7,09:55,9,10:00,10,26146.15,26169.15,26117.05,26170.15,TARGET,23.0,1645.0,1,1,24.1,0.5498,0.8112
151,2025-12-23,SHORT,10:15,13,10:25,15,10:50,20,26165.75,26189.4,26188.4,26141.75,STOP_LOSS,-23.65,-1853.75,5,1,17.65,0.8839,0.0708
152,2025-12-26,SHORT,09:30,4,09:40,6,09:50,8,26102.45,26072.7,26138.45,26071.7,TARGET,29.75,2151.25,2,1,31.75,0.7087,0.1228
153,2025-12-29,LONG,09:30,4,09:40,6,09:55,9,26079.7,26047.25,26048.25,26105.15,STOP_LOSS,-32.45,-2513.75,3,1,26.45,0.7694,0.913
154,2025-12-30,LONG,10:10,12,10:20,14,11:10,24,25952.25,25921.0,25922.0,25976.5,STOP_LOSS,-31.25,-2423.75,10,1,25.25,0.705,0.7624
155,2025-12-31,LONG,10:05,11,10:15,13,10:30,16,25998.1,26021.1,25969.75,26022.1,TARGET,23.0,1645.0,3,1,23.35,0.6767,0.9229
156,2026-01-01,SHORT,09:55,9,10:10,12,15:20,74,26150.5,26139.05,26186.5,26112.1,TIME_EXIT,11.45,778.75,62,1,39.4,0.8274,0.0939
157,2026-01-02,LONG,09:25,3,09:35,5,09:40,6,26213.4,26214.4,26179.15,26241.65,STOP_LOSS,1.0,-5.0,1,1,29.25,0.5299,0.9214
158,2026-01-02,SHORT,09:55,9,10:05,11,11:25,27,26250.55,26271.75,26270.75,26226.55,STOP_LOSS,-21.2,-1670.0,16,1,15.2,0.9013,0.0691
159,2026-01-05,SHORT,09:20,2,09:30,4,09:55,9,26290.25,26327.25,26326.25,26243.55,STOP_LOSS,-37.0,-2855.0,5,1,47.7,0.9099,0.0901
160,2026-01-05,LONG,10:15,13,10:25,15,10:40,18,26363.55,26334.0,26335.0,26387.55,STOP_LOSS,-29.55,-2296.25,3,1,23.55,0.7728,0.862
