date,open,high,low,close,volume
2025-12-17 14:15:00,572.0,587.35,568.6,580.7,15750
2025-12-17 14:45:00,580.7,593.6,575.65,582.0,6510
2025-12-17 15:15:00,582.0,600.0,572.7,599.0,11670
2025-12-18 09:15:00,645.9,645.9,521.0,526.0,19530
2025-12-18 09:45:00,526.0,600.0,505.6,588.1,19680
2025-12-18 10:15:00,588.1,650.0,585.0,636.6,35040
2025-12-18 10:45:00,636.6,643.85,602.35,614.85,12060
2025-12-18 11:15:00,614.85,635.5,600.05,604.45,5010
2025-12-18 11:45:00,604.45,642.9,604.45,642.9,38460
2025-12-18 12:15:00,642.9,658.8,627.0,652.1,74130
2025-12-18 12:45:00,655.0,664.7,625.15,634.55,6720
2025-12-18 13:15:00,634.55,634.55,598.0,608.75,23820
2025-12-18 13:45:00,608.75,626.85,570.0,576.45,45300
2025-12-18 14:15:00,576.45,587.55,546.1,572.05,41130
2025-12-18 14:45:00,572.05,579.9,561.05,565.2,16920
2025-12-18 15:15:00,565.2,569.0,559.0,563.6,10680
2025-12-19 09:15:00,624.95,638.35,603.45,619.7,28710
2025-12-19 09:45:00,619.7,630.0,577.0,591.2,18330
2025-12-19 10:15:00,591.2,629.0,590.0,621.6,32310
2025-12-19 10:45:00,621.6,623.0,581.0,597.8,36180
2025-12-19 11:15:00,598.7,599.45,565.0,568.0,21750
2025-12-19 11:45:00,568.0,599.05,550.0,584.75,10290
2025-12-19 12:15:00,584.75,593.25,570.0,591.55,8340
2025-12-19 12:45:00,591.55,592.3,560.0,566.0,12750
2025-12-19 13:15:00,566.0,606.95,565.8,599.5,15720
2025-12-19 13:45:00,599.5,612.2,584.35,594.9,8280
2025-12-19 14:15:00,594.9,612.55,578.0,590.0,55740
2025-12-19 14:45:00,590.0,599.95,579.0,588.85,11850
2025-12-19 15:15:00,588.85,595.0,580.05,591.25,28500
2025-12-22 09:15:00,620.0,683.0,604.5,663.7,180810
2025-12-22 09:45:00,663.7,678.0,654.15,660.5,59820
2025-12-22 10:15:00,660.5,662.0,637.35,652.6,11100
2025-12-22 10:45:00,652.6,665.0,638.65,642.0,18630
2025-12-22 11:15:00,642.0,649.95,633.15,640.0,13380
2025-12-22 11:45:00,640.0,656.95,637.4,645.0,20130
2025-12-22 12:15:00,645.0,654.0,632.05,633.25,8820
2025-12-22 12:45:00,633.25,643.85,625.5,642.0,8640
2025-12-22 13:15:00,642.0,654.1,635.15,641.0,6780
2025-12-22 13:45:00,641.0,653.05,638.55,646.05,4140
2025-12-22 14:15:00,646.05,659.0,639.1,646.15,22560
2025-12-22 14:45:00,646.15,656.0,645.0,651.45,25140
2025-12-22 15:15:00,651.45,653.0,644.8,652.45,18120
2025-12-23 09:15:00,655.05,677.75,617.0,621.0,35550
2025-12-23 09:45:00,621.0,672.0,618.5,660.2,19590
2025-12-23 10:15:00,660.2,662.25,628.5,655.3,16080
2025-12-23 10:45:00,655.3,658.25,641.9,645.15,3960
2025-12-23 11:15:00,645.15,649.9,618.8,623.65,9270
2025-12-23 11:45:00,623.65,644.5,612.5,640.2,34350
2025-12-23 12:15:00,640.2,640.2,626.0,636.7,20730
2025-12-23 12:45:00,636.7,648.05,632.15,642.0,18660
2025-12-23 13:15:00,642.0,649.15,638.2,640.0,24720
2025-12-23 13:45:00,640.0,651.1,633.5,649.0,27900
2025-12-23 14:15:00,649.0,656.8,632.0,632.0,24300
2025-12-23 14:45:00,632.0,653.0,630.0,640.6,51480
2025-12-23 15:15:00,640.6,641.8,629.3,632.0,20850
2025-12-24 09:15:00,645.0,702.0,600.0,693.65,95700
2025-12-24 09:45:00,693.65,699.0,663.0,677.1,25320
2025-12-24 10:15:00,677.1,690.35,663.0,663.0,29640
2025-12-24 10:45:00,663.0,671.7,654.35,665.0,18300
2025-12-24 11:15:00,665.0,670.0,640.15,649.25,19950
2025-12-24 11:45:00,649.25,649.25,636.0,641.15,17190
2025-12-24 12:15:00,641.15,646.6,630.6,635.0,6780
2025-12-24 12:45:00,635.0,635.95,578.0,585.4,37500
2025-12-24 13:15:00,585.15,585.15,552.5,564.0,52770
2025-12-24 13:45:00,564.0,578.45,555.55,562.3,24990
2025-12-24 14:15:00,562.3,571.95,551.5,570.0,19710
2025-12-24 14:45:00,570.0,581.95,556.25,559.95,30960
2025-12-24 15:15:00,560.0,560.9,530.75,533.0,24000
2025-12-26 09:15:00,533.0,544.65,484.7,492.5,138870
2025-12-26 09:45:00,492.5,509.55,486.05,500.35,66540
2025-12-26 10:15:00,500.35,512.0,495.0,510.0,67710
2025-12-26 10:45:00,510.0,512.7,480.05,485.3,57180
2025-12-26 11:15:00,485.3,485.3,450.0,457.65,52470
2025-12-26 11:45:00,457.65,470.1,455.45,468.95,56490
2025-12-26 12:15:00,468.9,471.85,445.3,454.8,57840
2025-12-26 12:45:00,454.8,462.45,448.1,459.25,32790
2025-12-26 13:15:00,460.0,464.0,451.75,457.0,23370
2025-12-26 13:45:00,457.0,470.0,451.35,456.05,105240
2025-12-26 14:15:00,456.05,456.05,436.15,448.0,43110
2025-12-26 14:45:00,448.0,462.2,445.0,452.75,56820
2025-12-26 15:15:00,452.75,455.75,445.05,448.25,44520
2025-12-29 09:15:00,448.25,459.0,426.4,451.25,94800
2025-12-29 09:45:00,451.25,454.0,401.25,407.7,89130
2025-12-29 10:15:00,407.7,407.7,382.0,385.0,53820
2025-12-29 10:45:00,385.0,388.9,373.65,382.05,70380
2025-12-29 11:15:00,382.05,382.05,364.25,378.0,34860
2025-12-29 11:45:00,378.0,383.1,370.0,376.9,22380
2025-12-29 12:15:00,376.9,377.05,363.0,372.6,20040
2025-12-29 12:45:00,372.6,382.9,370.0,375.0,16290
2025-12-29 13:15:00,375.0,376.95,364.7,376.2,13680
2025-12-29 13:45:00,376.2,405.25,374.55,389.9,37110
2025-12-29 14:15:00,389.9,413.7,373.8,403.0,41490
2025-12-29 14:45:00,403.0,407.0,389.0,395.9,40320
2025-12-29 15:15:00,395.9,397.95,388.8,389.6,31260
2025-12-30 09:15:00,379.95,382.65,342.0,367.8,185670
2025-12-30 09:45:00,367.8,384.9,350.0,381.25,63540
2025-12-30 10:15:00,381.25,431.45,381.25,386.45,103980
2025-12-30 10:45:00,389.3,407.0,368.95,387.85,46620
2025-12-30 11:15:00,387.85,398.45,375.0,394.05,48750
2025-12-30 11:45:00,394.05,396.0,354.45,359.45,36870
2025-12-30 12:15:00,359.45,383.25,357.15,376.3,41760
2025-12-30 12:45:00,376.3,388.9,364.05,379.35,21420
2025-12-30 13:15:00,379.35,418.55,375.0,414.3,43050
2025-12-30 13:45:00,415.45,431.8,403.9,427.0,219240
2025-12-30 14:15:00,427.0,449.4,401.1,434.9,86040
2025-12-30 14:45:00,434.9,454.85,421.1,453.2,230760
2025-12-30 15:15:00,453.2,463.0,447.0,463.0,147630
2025-12-31 09:15:00,412.25,498.15,354.0,454.45,487830
2025-12-31 09:45:00,454.15,485.0,453.0,484.0,184770
2025-12-31 10:15:00,484.8,519.0,475.05,517.0,276360
2025-12-31 10:45:00,517.0,532.0,502.2,510.3,350250
2025-12-31 11:15:00,510.3,518.5,484.1,509.55,212070
2025-12-31 11:45:00,509.55,529.2,504.25,528.0,106470
2025-12-31 12:15:00,528.0,584.1,524.15,584.1,273240
2025-12-31 12:45:00,582.45,655.0,579.6,623.7,446640
2025-12-31 13:15:00,623.6,639.9,570.4,599.2,190410
