date,open,high,low,close,volume
2026-01-06 15:15:00,441.5,443.8,428.45,430.95,168480
2026-01-07 09:15:00,471.85,517.0,447.45,516.05,1237680
2026-01-07 09:45:00,516.05,525.6,486.5,488.0,559980
2026-01-07 10:15:00,488.0,516.4,460.3,485.65,439890
2026-01-07 10:45:00,486.85,495.6,442.25,465.75,407310
2026-01-07 11:15:00,466.65,475.0,432.0,456.25,342390
2026-01-07 11:45:00,456.25,494.0,447.65,483.8,386340
2026-01-07 12:15:00,483.55,509.95,473.0,508.95,249930
2026-01-07 12:45:00,508.95,525.0,490.25,499.4,306630
2026-01-07 13:15:00,499.4,560.0,495.15,542.5,392040
2026-01-07 13:45:00,542.5,550.0,505.75,525.8,183810
2026-01-07 14:15:00,525.8,535.0,481.3,487.3,249330
2026-01-07 14:45:00,487.3,500.8,442.95,448.2,372870
2026-01-07 15:15:00,448.2,473.65,448.05,468.95,206430
2026-01-08 09:15:00,468.95,522.85,437.4,458.0,920970
2026-01-08 09:45:00,458.0,492.85,452.1,481.35,603990
2026-01-08 10:15:00,481.1,498.6,452.5,485.95,541650
2026-01-08 10:45:00,485.3,578.35,473.05,562.05,817530
2026-01-08 11:15:00,560.5,630.0,560.0,586.55,516120
2026-01-08 11:45:00,586.55,698.15,584.15,612.0,519720
2026-01-08 12:15:00,610.0,632.2,584.0,622.1,228060
2026-01-08 12:45:00,622.1,656.0,590.15,595.6,160800
2026-01-08 13:15:00,595.6,637.1,590.1,611.45,107190
